"Subject","sentence","mpt"
1,56,"NE"
1,89,"UN"
1,109,"NE"
1,52,"NU"
1,124,"UN"
1,24,"EN"
1,17,"NU"
1,5,"UU"
1,92,"UU"
1,50,"EN"
1,120,"EU"
1,53,"UE"
1,38,"UN"
1,76,"UU"
1,43,"NN"
1,36,"EN"
1,60,"NN"
1,28,"UU"
1,63,"EU"
1,91,"NN"
1,40,"NN"
1,20,"EN"
1,21,"NN"
1,41,"NN"
1,97,"UU"
1,69,"UU"
1,126,"NU"
1,2,"EE"
1,102,"NN"
1,105,"UN"
1,7,"NU"
1,62,"UN"
1,84,"EU"
1,94,"NN"
1,47,"NN"
1,88,"EN"
1,104,"UN"
1,16,"UN"
1,100,"EU"
1,77,"UU"
1,108,"NU"
1,86,"EN"
1,66,"NN"
1,98,"UU"
1,122,"NN"
1,106,"NN"
1,8,"NN"
1,54,"NN"
1,13,"NN"
1,118,"NN"
1,75,"NN"
1,81,"NN"
1,32,"NN"
1,67,"NN"
1,113,"EE"
1,10,"NN"
1,34,"NU"
1,3,"NN"
1,114,"EN"
1,31,"NE"
1,59,"EN"
1,83,"EE"
1,23,"EU"
1,30,"NE"
11,117,"UU"
11,5,"UN"
11,9,"EN"
11,14,"EN"
11,109,"NE"
11,75,"NN"
11,50,"UN"
11,99,"NN"
11,107,"UU"
11,115,"NU"
11,104,"EE"
11,65,"UU"
11,35,"NN"
11,19,"NU"
11,93,"EE"
11,31,"NU"
11,73,"UU"
11,70,"NN"
11,48,"UN"
11,28,"EU"
11,2,"UE"
11,113,"EN"
11,45,"NN"
11,84,"UN"
11,21,"NN"
11,119,"NE"
11,23,"UN"
11,64,"NN"
11,56,"NU"
11,76,"EE"
11,86,"EU"
11,100,"UN"
11,1,"NN"
11,16,"UN"
11,91,"NU"
11,77,"EN"
11,17,"NU"
11,41,"NU"
11,58,"NN"
11,125,"NE"
11,82,"UU"
11,40,"NN"
11,33,"EN"
11,97,"EU"
11,127,"UN"
11,61,"NN"
11,103,"EE"
11,116,"UE"
11,30,"NU"
11,87,"NN"
11,11,"EE"
11,89,"EE"
11,83,"EN"
11,3,"NN"
11,37,"NU"
11,92,"EN"
11,122,"NN"
11,67,"NN"
11,81,"NN"
11,8,"NN"
11,25,"NE"
11,54,"NN"
11,108,"NU"
11,6,"UN"
13,5,"UU"
13,21,"NN"
13,4,"EE"
13,111,"UE"
13,39,"EN"
13,98,"UE"
13,19,"NN"
13,12,"UE"
13,101,"NN"
13,10,"NN"
13,126,"NN"
13,64,"NN"
13,22,"NN"
13,66,"NN"
13,107,"UU"
13,93,"EE"
13,36,"EE"
13,125,"NN"
13,24,"EN"
13,37,"NE"
13,72,"NN"
13,119,"NN"
13,44,"NN"
13,27,"NN"
13,62,"EN"
13,43,"NN"
13,116,"EN"
13,55,"UN"
13,86,"UN"
13,53,"EE"
13,128,"NN"
13,18,"UN"
13,91,"NN"
13,52,"NN"
13,16,"UN"
13,1,"NN"
13,41,"NN"
13,50,"EN"
13,33,"EN"
13,104,"UN"
13,29,"UN"
13,115,"NE"
13,57,"UN"
13,77,"EN"
13,47,"NN"
13,83,"EN"
13,90,"NN"
13,59,"UN"
13,117,"UE"
13,88,"UN"
13,102,"NN"
13,123,"UN"
13,96,"NN"
13,78,"NN"
13,75,"NN"
13,112,"NE"
13,14,"EN"
13,109,"NU"
13,68,"EE"
13,9,"EE"
13,80,"EN"
13,70,"NN"
13,31,"NN"
13,7,"NN"
15,121,"NE"
15,127,"EE"
15,45,"NN"
15,5,"UN"
15,78,"NN"
15,120,"EN"
15,116,"UN"
15,94,"NN"
15,1,"NU"
15,92,"EN"
15,41,"NN"
15,3,"NN"
15,96,"NN"
15,65,"EE"
15,85,"NN"
15,48,"UU"
15,108,"NN"
15,101,"NN"
15,69,"UN"
15,98,"UU"
15,110,"EE"
15,44,"NN"
15,82,"UN"
15,52,"NN"
15,60,"NN"
15,58,"NN"
15,107,"EN"
15,9,"EE"
15,17,"NE"
15,87,"NN"
15,22,"NN"
15,33,"EN"
15,35,"NN"
15,26,"EN"
15,102,"NN"
15,67,"NE"
15,112,"NN"
15,28,"EN"
15,123,"UE"
15,37,"NN"
15,12,"UU"
15,29,"UN"
15,72,"NN"
15,62,"EN"
15,63,"UE"
15,81,"NN"
15,20,"UE"
15,14,"UN"
15,6,"EN"
15,114,"UN"
15,46,"EU"
15,15,"NN"
15,125,"NN"
15,50,"EE"
15,21,"NN"
15,40,"NN"
15,57,"UN"
15,24,"UN"
15,90,"NN"
15,10,"NN"
15,77,"UN"
15,55,"EN"
15,74,"EE"
15,51,"NE"
17,74,"UU"
17,113,"EE"
17,11,"EU"
17,116,"UE"
17,37,"NN"
17,58,"NN"
17,92,"EE"
17,89,"EN"
17,33,"EE"
17,16,"EN"
17,61,"NN"
17,98,"EE"
17,81,"NN"
17,108,"NE"
17,17,"NE"
17,67,"NE"
17,5,"UU"
17,114,"UE"
17,9,"UN"
17,50,"EE"
17,124,"UE"
17,96,"NE"
17,76,"UN"
17,41,"NE"
17,47,"NN"
17,120,"EU"
17,126,"NU"
17,2,"EE"
17,8,"NE"
17,100,"EE"
17,39,"EE"
17,66,"NE"
17,6,"UE"
17,55,"EE"
17,93,"UE"
17,19,"NE"
17,107,"UE"
17,46,"UU"
17,63,"UE"
17,52,"NE"
17,4,"UU"
17,122,"NE"
17,21,"NE"
17,31,"NU"
17,22,"NN"
17,79,"NE"
17,28,"EE"
17,70,"NU"
17,87,"NN"
17,30,"NE"
17,110,"UE"
17,35,"NE"
17,13,"NE"
17,117,"UE"
17,1,"NN"
17,43,"NN"
17,85,"NU"
17,102,"NN"
17,104,"EU"
17,25,"NE"
17,45,"NE"
17,57,"UN"
17,51,"NE"
17,84,"EE"
19,105,"UN"
19,12,"UU"
19,123,"UN"
19,115,"NN"
19,27,"NN"
19,51,"NE"
19,25,"NN"
19,60,"NU"
19,121,"NN"
19,97,"EE"
19,78,"NN"
19,90,"NN"
19,82,"UU"
19,73,"UN"
19,48,"UE"
19,46,"EU"
19,17,"NU"
19,3,"NU"
19,31,"NN"
19,110,"EE"
19,45,"NN"
19,67,"NN"
19,9,"EN"
19,63,"UN"
19,77,"UN"
19,59,"UE"
19,88,"EE"
19,37,"NE"
19,69,"EN"
19,6,"EU"
19,65,"EN"
19,71,"NN"
19,54,"NN"
19,119,"NU"
19,72,"NN"
19,56,"NE"
19,40,"NN"
19,49,"NE"
19,94,"NN"
19,113,"UN"
19,102,"NN"
19,92,"EE"
19,95,"EE"
19,19,"NN"
19,111,"UN"
19,98,"EE"
19,30,"NU"
19,42,"EE"
19,33,"UU"
19,14,"EE"
19,11,"UN"
19,106,"NN"
19,101,"NE"
19,62,"UN"
19,2,"EN"
19,23,"UE"
19,15,"NN"
19,86,"EN"
19,80,"EN"
19,125,"NN"
19,126,"NN"
19,75,"NU"
19,36,"UN"
19,118,"NN"
21,29,"EU"
21,93,"EE"
21,77,"EN"
21,25,"NE"
21,49,"NN"
21,99,"NN"
21,83,"EU"
21,35,"NN"
21,111,"UE"
21,104,"EU"
21,101,"NU"
21,12,"UE"
21,60,"NE"
21,116,"UN"
21,3,"NE"
21,95,"UN"
21,16,"EN"
21,115,"NN"
21,89,"UU"
21,39,"EE"
21,128,"NU"
21,28,"EN"
21,23,"EE"
21,82,"EN"
21,52,"NN"
21,34,"NN"
21,48,"UN"
21,74,"UU"
21,76,"UE"
21,67,"NU"
21,63,"UN"
21,41,"NE"
21,106,"NU"
21,6,"EU"
21,37,"NN"
21,85,"NN"
21,19,"NN"
21,119,"NN"
21,66,"NU"
21,72,"NN"
21,32,"NN"
21,71,"NN"
21,62,"EE"
21,103,"UU"
21,122,"NN"
21,11,"UE"
21,44,"NN"
21,112,"NE"
21,127,"UU"
21,14,"UN"
21,124,"EN"
21,56,"NE"
21,91,"NN"
21,105,"UN"
21,59,"UN"
21,70,"NN"
21,17,"NU"
21,45,"NN"
21,97,"UN"
21,81,"NN"
21,55,"EE"
21,31,"NE"
21,110,"EN"
21,88,"EU"
23,84,"EE"
23,105,"EU"
23,40,"NN"
23,29,"EE"
23,97,"EN"
23,80,"EE"
23,56,"NE"
23,52,"NN"
23,82,"EN"
23,122,"NE"
23,120,"EE"
23,16,"UU"
23,35,"NU"
23,110,"UE"
23,66,"NN"
23,44,"NN"
23,111,"EE"
23,31,"NE"
23,58,"NE"
23,69,"EE"
23,54,"NN"
23,37,"NU"
23,91,"NE"
23,18,"UE"
23,60,"NE"
23,48,"EE"
23,128,"NN"
23,53,"UN"
23,116,"UE"
23,32,"NU"
23,102,"NN"
23,34,"NE"
23,25,"NE"
23,11,"EE"
23,22,"NN"
23,6,"UU"
23,86,"UE"
23,127,"EE"
23,119,"NE"
23,98,"UU"
23,107,"EE"
23,104,"EN"
23,125,"NN"
23,113,"UE"
23,79,"NE"
23,50,"UN"
23,95,"UN"
23,76,"UU"
23,83,"UE"
23,13,"NN"
23,71,"NN"
23,101,"NN"
23,94,"NN"
23,87,"NN"
23,12,"UU"
23,42,"UN"
23,90,"NE"
23,68,"EN"
23,27,"NE"
23,20,"EN"
23,3,"NE"
23,62,"UN"
23,64,"NE"
23,75,"NN"
25,12,"UU"
25,65,"UU"
25,7,"NE"
25,126,"NN"
25,54,"NN"
25,16,"EU"
25,74,"EE"
25,57,"EU"
25,58,"NN"
25,64,"NN"
25,28,"EU"
25,50,"UU"
25,73,"EE"
25,30,"NN"
25,32,"NN"
25,4,"EE"
25,19,"NE"
25,84,"EN"
25,5,"UE"
25,94,"NN"
25,89,"UN"
25,108,"NN"
25,14,"EU"
25,114,"UN"
25,61,"NN"
25,87,"NN"
25,102,"NN"
25,41,"NN"
25,122,"NN"
25,109,"NN"
25,53,"UN"
25,24,"UN"
25,51,"NN"
25,31,"NE"
25,107,"UN"
25,68,"EE"
25,10,"NE"
25,18,"UU"
25,82,"UN"
25,86,"EN"
25,79,"NN"
25,105,"EN"
25,78,"NN"
25,47,"NN"
25,40,"NN"
25,101,"NN"
25,117,"EE"
25,69,"UN"
25,124,"UN"
25,81,"NN"
25,44,"NE"
25,116,"UN"
25,92,"UU"
25,9,"EN"
25,121,"NN"
25,46,"UN"
25,96,"NN"
25,23,"EE"
25,98,"EN"
25,120,"EN"
25,35,"NN"
25,21,"NN"
25,112,"NN"
25,37,"NN"
27,67,"NU"
27,74,"EE"
27,27,"NN"
27,22,"NN"
27,105,"UN"
27,71,"NN"
27,40,"NN"
27,107,"EE"
27,82,"UN"
27,125,"NN"
27,20,"UN"
27,128,"NN"
27,116,"EN"
27,65,"UU"
27,121,"NN"
27,50,"UN"
27,11,"EN"
27,47,"NN"
27,60,"NE"
27,72,"NN"
27,126,"NN"
27,62,"UN"
27,81,"NE"
27,89,"UN"
27,102,"NE"
27,122,"NN"
27,86,"EN"
27,41,"NN"
27,77,"EN"
27,88,"UU"
27,69,"EE"
27,13,"NN"
27,33,"EN"
27,98,"EN"
27,96,"NN"
27,94,"NN"
27,53,"UE"
27,36,"EE"
27,78,"NN"
27,24,"UE"
27,55,"EE"
27,29,"EE"
27,6,"EE"
27,59,"UN"
27,109,"NN"
27,37,"NN"
27,100,"EE"
27,115,"NN"
27,111,"UN"
27,15,"NN"
27,114,"UU"
27,18,"UU"
27,2,"EN"
27,34,"NN"
27,51,"NN"
27,56,"NN"
27,12,"EE"
27,4,"UE"
27,112,"NN"
27,95,"UN"
27,52,"NN"
27,64,"NN"
27,31,"NE"
27,91,"NN"
29,75,"NN"
29,46,"UN"
29,98,"EN"
29,39,"EE"
29,102,"NN"
29,5,"UE"
29,88,"UE"
29,43,"NN"
29,90,"NN"
29,8,"NE"
29,66,"NN"
29,30,"NE"
29,33,"EU"
29,83,"EN"
29,108,"NN"
29,81,"NN"
29,64,"NE"
29,57,"UE"
29,55,"EE"
29,78,"NE"
29,104,"EN"
29,119,"NE"
29,7,"NU"
29,96,"NE"
29,112,"NE"
29,14,"UE"
29,50,"EN"
29,37,"NE"
29,69,"EE"
29,109,"NN"
29,53,"UU"
29,31,"NN"
29,2,"UE"
29,67,"NE"
29,118,"NE"
29,17,"NN"
29,59,"EU"
29,120,"EU"
29,123,"UN"
29,11,"UN"
29,22,"NN"
29,1,"NN"
29,42,"EE"
29,93,"EU"
29,107,"UN"
29,124,"EE"
29,16,"EE"
29,28,"UE"
29,52,"NE"
29,100,"EN"
29,86,"UN"
29,21,"NN"
29,62,"UE"
29,20,"UN"
29,24,"EN"
29,3,"NN"
29,60,"NN"
29,79,"NE"
29,72,"NN"
29,126,"NN"
29,128,"NE"
29,36,"UE"
29,34,"NE"
29,48,"UN"
3,126,"NU"
3,82,"UU"
3,48,"EU"
3,117,"EE"
3,108,"NU"
3,67,"NU"
3,90,"NN"
3,96,"NN"
3,29,"UE"
3,49,"NU"
3,103,"UE"
3,98,"UU"
3,16,"UU"
3,32,"NN"
3,5,"EU"
3,31,"NE"
3,4,"EE"
3,101,"NE"
3,94,"NE"
3,53,"UE"
3,124,"UE"
3,85,"NU"
3,14,"EN"
3,118,"NU"
3,88,"UU"
3,79,"NE"
3,115,"NN"
3,7,"NU"
3,72,"NU"
3,75,"NU"
3,18,"UU"
3,105,"EU"
3,35,"NE"
3,92,"UU"
3,114,"UN"
3,61,"NU"
3,37,"NU"
3,27,"NU"
3,21,"NN"
3,69,"EN"
3,23,"EN"
3,52,"NE"
3,34,"NE"
3,12,"UE"
3,80,"EE"
3,59,"UE"
3,107,"EU"
3,123,"UU"
3,42,"EE"
3,46,"UE"
3,109,"NE"
3,65,"EN"
3,10,"NN"
3,63,"UE"
3,19,"NE"
3,56,"NE"
3,51,"NE"
3,44,"NU"
3,104,"EE"
3,55,"EE"
3,78,"NN"
3,25,"NU"
3,113,"EU"
3,39,"EE"
31,11,"EE"
31,38,"EN"
31,124,"UU"
31,36,"UU"
31,8,"NN"
31,70,"NN"
31,110,"UN"
31,59,"UU"
31,65,"UN"
31,29,"UE"
31,41,"NU"
31,40,"NN"
31,88,"EE"
31,60,"NU"
31,101,"NU"
31,32,"NN"
31,4,"EN"
31,74,"EE"
31,14,"EU"
31,126,"NN"
31,28,"EN"
31,68,"UU"
31,1,"NU"
31,18,"UN"
31,22,"NN"
31,115,"NU"
31,71,"NN"
31,54,"NN"
31,95,"UN"
31,16,"EN"
31,98,"UN"
31,45,"NN"
31,72,"NN"
31,113,"EN"
31,107,"EE"
31,44,"NN"
31,83,"EU"
31,103,"EE"
31,48,"EE"
31,81,"NN"
31,25,"NE"
31,121,"NE"
31,56,"NN"
31,96,"NN"
31,19,"NN"
31,91,"NN"
31,63,"EU"
31,79,"NN"
31,94,"NN"
31,119,"NN"
31,86,"UN"
31,6,"EN"
31,31,"NE"
31,111,"UU"
31,90,"NN"
31,118,"NN"
31,49,"NN"
31,92,"UN"
31,9,"UN"
31,73,"UE"
31,43,"NN"
31,76,"UU"
31,61,"NN"
31,123,"EN"
33,121,"NU"
33,105,"UN"
33,3,"NN"
33,58,"NE"
33,39,"UU"
33,64,"NN"
33,31,"NN"
33,81,"NN"
33,72,"NN"
33,83,"EE"
33,8,"NN"
33,52,"NN"
33,23,"EE"
33,122,"NE"
33,114,"EU"
33,82,"UN"
33,102,"NN"
33,70,"NN"
33,16,"UE"
33,85,"NE"
33,94,"NN"
33,118,"NN"
33,110,"UN"
33,28,"UE"
33,33,"EE"
33,71,"NN"
33,24,"UN"
33,67,"NN"
33,42,"EE"
33,89,"EN"
33,50,"EN"
33,21,"NN"
33,55,"EN"
33,108,"NN"
33,117,"EE"
33,9,"EN"
33,36,"UE"
33,79,"NN"
33,107,"EE"
33,75,"NN"
33,100,"UN"
33,113,"EN"
33,18,"EN"
33,96,"NN"
33,13,"NN"
33,125,"NN"
33,78,"NN"
33,45,"NN"
33,61,"NN"
33,10,"NN"
33,127,"UU"
33,57,"UN"
33,38,"EN"
33,6,"UN"
33,20,"UN"
33,88,"UN"
33,2,"EN"
33,128,"NN"
33,99,"NE"
33,91,"NN"
33,48,"EN"
33,120,"UN"
33,66,"NN"
33,29,"UN"
35,82,"EU"
35,57,"EU"
35,70,"NN"
35,104,"EN"
35,77,"EE"
35,88,"UU"
35,115,"NE"
35,44,"NU"
35,20,"UE"
35,18,"EE"
35,32,"NN"
35,71,"NN"
35,106,"NU"
35,37,"NN"
35,122,"NN"
35,50,"EN"
35,127,"EN"
35,124,"UE"
35,66,"NN"
35,61,"NN"
35,10,"NN"
35,23,"EE"
35,103,"EN"
35,31,"NN"
35,99,"NN"
35,83,"UU"
35,6,"EE"
35,60,"NU"
35,116,"UU"
35,90,"NN"
35,28,"EN"
35,41,"NN"
35,45,"NN"
35,24,"UN"
35,72,"NN"
35,78,"NN"
35,95,"UN"
35,93,"UN"
35,8,"NN"
35,97,"UE"
35,105,"UN"
35,67,"NE"
35,109,"NE"
35,111,"UU"
35,13,"NN"
35,58,"NU"
35,119,"NN"
35,4,"UN"
35,36,"UU"
35,15,"NN"
35,46,"EU"
35,54,"NN"
35,112,"NN"
35,63,"EU"
35,40,"NN"
35,52,"NU"
35,85,"NN"
35,9,"UN"
35,75,"NN"
35,92,"EE"
35,100,"UU"
35,80,"UU"
35,48,"EN"
35,29,"EN"
37,94,"NU"
37,7,"NU"
37,51,"NU"
37,20,"EU"
37,126,"NN"
37,3,"NN"
37,67,"NN"
37,76,"UU"
37,53,"EN"
37,123,"EU"
37,120,"UU"
37,82,"UU"
37,1,"NN"
37,38,"UU"
37,70,"NN"
37,8,"NN"
37,40,"NN"
37,73,"UN"
37,66,"NN"
37,41,"NN"
37,102,"NN"
37,58,"NN"
37,50,"UU"
37,72,"NN"
37,110,"UN"
37,86,"EU"
37,106,"NN"
37,90,"NN"
37,111,"EN"
37,36,"UN"
37,32,"NN"
37,57,"UN"
37,25,"NE"
37,117,"UN"
37,75,"NN"
37,21,"NN"
37,124,"EN"
37,121,"NN"
37,27,"NN"
37,116,"EE"
37,23,"EN"
37,5,"EU"
37,112,"NN"
37,98,"EN"
37,62,"UN"
37,55,"EN"
37,91,"NN"
37,92,"UU"
37,30,"NU"
37,63,"EU"
37,17,"NU"
37,44,"NN"
37,96,"NN"
37,31,"NE"
37,16,"UN"
37,79,"NN"
37,48,"EE"
37,9,"EU"
37,88,"EE"
37,100,"UU"
37,114,"UU"
37,80,"UN"
37,14,"EN"
37,10,"NN"
39,128,"NE"
39,3,"NN"
39,100,"EE"
39,86,"UN"
39,115,"NN"
39,28,"EN"
39,26,"UN"
39,36,"EE"
39,121,"NN"
39,102,"NN"
39,108,"NN"
39,82,"UN"
39,52,"NN"
39,1,"NN"
39,21,"NN"
39,106,"NU"
39,110,"UN"
39,37,"NN"
39,50,"UN"
39,22,"NN"
39,15,"NN"
39,54,"NN"
39,80,"UE"
39,11,"EE"
39,76,"UU"
39,114,"EE"
39,87,"NN"
39,89,"EE"
39,20,"UN"
39,24,"EN"
39,117,"EN"
39,91,"NN"
39,74,"UE"
39,44,"NE"
39,18,"EE"
39,118,"NE"
39,97,"EN"
39,93,"EE"
39,122,"NN"
39,12,"UU"
39,126,"NN"
39,112,"NN"
39,67,"NN"
39,57,"UN"
39,84,"EN"
39,7,"NN"
39,98,"UE"
39,30,"NN"
39,83,"UN"
39,42,"EE"
39,48,"EN"
39,62,"EE"
39,14,"UN"
39,66,"NN"
39,45,"NN"
39,39,"UN"
39,58,"NN"
39,32,"NN"
39,70,"NN"
39,124,"EE"
39,63,"UE"
39,79,"NN"
39,34,"NN"
39,71,"NN"
41,51,"NN"
41,6,"EE"
41,49,"NU"
41,74,"EU"
41,125,"NN"
41,64,"NN"
41,4,"UN"
41,97,"UN"
41,76,"EE"
41,47,"NN"
41,93,"UU"
41,14,"EN"
41,119,"NN"
41,99,"NN"
41,38,"UU"
41,101,"NN"
41,67,"NN"
41,16,"UN"
41,84,"EU"
41,32,"NN"
41,9,"EU"
41,55,"UN"
41,35,"NN"
41,81,"NU"
41,1,"NN"
41,62,"EN"
41,5,"UN"
41,120,"EN"
41,122,"NN"
41,104,"UN"
41,112,"NN"
41,10,"NE"
41,118,"NN"
41,108,"NE"
41,44,"NE"
41,57,"EN"
41,77,"UE"
41,127,"UU"
41,18,"EU"
41,103,"EE"
41,87,"NN"
41,109,"NU"
41,26,"UN"
41,43,"NU"
41,85,"NN"
41,70,"NN"
41,19,"NN"
41,45,"NN"
41,24,"UN"
41,66,"NN"
41,28,"EN"
41,91,"NE"
41,29,"UU"
41,58,"NN"
41,73,"EN"
41,42,"UE"
41,22,"NN"
41,95,"EE"
41,89,"UN"
41,92,"EE"
41,60,"NE"
41,107,"EE"
41,39,"UN"
41,8,"NN"
43,51,"NU"
43,26,"UE"
43,4,"EE"
43,61,"NE"
43,69,"UU"
43,67,"NE"
43,32,"NN"
43,79,"NE"
43,125,"NE"
43,54,"NN"
43,64,"NN"
43,41,"NU"
43,66,"NN"
43,93,"EN"
43,21,"NN"
43,38,"EE"
43,1,"NN"
43,53,"EU"
43,84,"EE"
43,18,"EE"
43,22,"NN"
43,111,"UE"
43,25,"NN"
43,71,"NN"
43,82,"EE"
43,6,"EE"
43,10,"NN"
43,126,"NN"
43,96,"NN"
43,59,"UE"
43,98,"UE"
43,36,"EU"
43,103,"UU"
43,73,"UE"
43,13,"NE"
43,8,"NN"
43,87,"NN"
43,48,"UE"
43,50,"UE"
43,101,"NE"
43,28,"EN"
43,29,"UE"
43,81,"NN"
43,40,"NN"
43,113,"UU"
43,85,"NE"
43,107,"EE"
43,44,"NU"
43,20,"UU"
43,89,"UN"
43,9,"EN"
43,116,"UE"
43,104,"UU"
43,92,"EU"
43,122,"NU"
43,115,"NN"
43,117,"EE"
43,110,"EN"
43,56,"NE"
43,75,"NN"
43,114,"EE"
43,46,"UU"
43,15,"NE"
43,78,"NN"
45,70,"NN"
45,24,"UN"
45,49,"NN"
45,3,"NU"
45,115,"NN"
45,17,"NN"
45,31,"NN"
45,78,"NN"
45,127,"UU"
45,104,"EN"
45,116,"EU"
45,30,"NN"
45,65,"EU"
45,47,"NN"
45,15,"NE"
45,119,"NN"
45,90,"NN"
45,107,"UE"
45,128,"NN"
45,75,"NN"
45,55,"UU"
45,45,"NN"
45,28,"EN"
45,81,"NN"
45,88,"EE"
45,82,"UU"
45,5,"EN"
45,51,"NN"
45,85,"NN"
45,113,"EE"
45,123,"EU"
45,105,"EN"
45,14,"EN"
45,46,"UU"
45,60,"NE"
45,102,"NN"
45,35,"NN"
45,108,"NN"
45,97,"UN"
45,95,"UN"
45,9,"UN"
45,100,"UN"
45,39,"UE"
45,99,"NN"
45,67,"NU"
45,72,"NU"
45,52,"NN"
45,77,"UU"
45,62,"UU"
45,56,"NU"
45,2,"EN"
45,42,"UE"
45,11,"UE"
45,110,"UN"
45,8,"NN"
45,124,"EN"
45,19,"NU"
45,22,"NN"
45,93,"EU"
45,38,"EN"
45,58,"NN"
45,33,"EN"
45,7,"NU"
45,63,"EE"
47,110,"EE"
47,117,"EE"
47,11,"UU"
47,108,"NN"
47,121,"NU"
47,74,"EE"
47,88,"EE"
47,28,"UU"
47,115,"NE"
47,81,"NE"
47,99,"NN"
47,35,"NU"
47,84,"UU"
47,31,"NE"
47,30,"NE"
47,78,"NN"
47,63,"EE"
47,17,"NE"
47,41,"NU"
47,32,"NN"
47,124,"EU"
47,23,"EE"
47,66,"NN"
47,85,"NN"
47,56,"NE"
47,89,"UN"
47,102,"NN"
47,54,"NN"
47,51,"NE"
47,73,"UU"
47,39,"UU"
47,100,"EN"
47,7,"NN"
47,59,"UE"
47,95,"EE"
47,77,"UU"
47,20,"EE"
47,123,"UN"
47,118,"NE"
47,126,"NN"
47,15,"NN"
47,68,"UE"
47,62,"UU"
47,93,"EE"
47,38,"EN"
47,8,"NN"
47,34,"NN"
47,3,"NE"
47,48,"UN"
47,2,"UN"
47,82,"UU"
47,91,"NU"
47,69,"EE"
47,53,"EE"
47,96,"NN"
47,1,"NN"
47,71,"NN"
47,114,"UU"
47,13,"NE"
47,106,"NU"
47,50,"EN"
47,25,"NE"
47,92,"EE"
47,113,"UE"
5,32,"NN"
5,16,"EN"
5,57,"EU"
5,62,"UN"
5,45,"NN"
5,85,"NN"
5,37,"NN"
5,103,"UU"
5,12,"EE"
5,24,"EE"
5,19,"NU"
5,108,"NN"
5,105,"UN"
5,74,"UU"
5,95,"EE"
5,116,"UU"
5,10,"NU"
5,76,"UU"
5,115,"NU"
5,119,"NN"
5,123,"UU"
5,23,"EE"
5,113,"EU"
5,101,"NN"
5,121,"NU"
5,50,"EN"
5,65,"UN"
5,127,"EN"
5,91,"NU"
5,117,"EU"
5,59,"EN"
5,4,"EE"
5,64,"NN"
5,54,"NN"
5,31,"NE"
5,99,"NN"
5,128,"NN"
5,87,"NN"
5,93,"UU"
5,73,"UU"
5,90,"NN"
5,34,"NN"
5,40,"NN"
5,67,"NN"
5,5,"EU"
5,42,"UN"
5,51,"NU"
5,124,"UU"
5,77,"EU"
5,81,"NN"
5,36,"EN"
5,96,"NN"
5,43,"NN"
5,48,"EU"
5,30,"NN"
5,7,"NN"
5,18,"UU"
5,72,"NN"
5,27,"NU"
5,70,"NN"
5,14,"UU"
5,110,"UU"
5,107,"UN"
5,44,"NN"
7,16,"EE"
7,102,"NN"
7,62,"EN"
7,122,"NU"
7,117,"UE"
7,86,"EE"
7,76,"EE"
7,74,"UU"
7,12,"EE"
7,27,"NE"
7,56,"NE"
7,72,"NN"
7,43,"NN"
7,112,"NU"
7,17,"NE"
7,30,"NE"
7,109,"NN"
7,64,"NN"
7,24,"UN"
7,23,"EE"
7,101,"NE"
7,98,"UN"
7,59,"UN"
7,34,"NN"
7,35,"NE"
7,65,"UU"
7,42,"UU"
7,91,"NE"
7,124,"UE"
7,95,"EE"
7,5,"EE"
7,128,"NN"
7,69,"UE"
7,119,"NE"
7,52,"NE"
7,13,"NN"
7,126,"NN"
7,111,"EE"
7,106,"NE"
7,37,"NU"
7,31,"NE"
7,45,"NN"
7,2,"UE"
7,40,"NE"
7,93,"UN"
7,83,"UN"
7,77,"EU"
7,97,"EE"
7,48,"EN"
7,89,"EN"
7,118,"NU"
7,11,"UE"
7,49,"NN"
7,20,"UN"
7,7,"NN"
7,55,"UU"
7,33,"UU"
7,87,"NN"
7,120,"EE"
7,105,"EN"
7,81,"NN"
7,67,"NN"
7,121,"NN"
7,4,"EN"
9,42,"UE"
9,99,"NN"
9,93,"EE"
9,25,"NN"
9,81,"NN"
9,3,"NN"
9,114,"UU"
9,105,"UE"
9,30,"NE"
9,22,"NE"
9,122,"NN"
9,112,"NE"
9,97,"EE"
9,2,"EN"
9,84,"EE"
9,121,"NN"
9,62,"EE"
9,127,"EE"
9,26,"UU"
9,27,"NE"
9,70,"NN"
9,7,"NN"
9,73,"UN"
9,67,"NN"
9,117,"EE"
9,100,"UE"
9,58,"NU"
9,39,"EN"
9,120,"UU"
9,107,"UN"
9,63,"UU"
9,8,"NN"
9,57,"UN"
9,34,"NN"
9,53,"EN"
9,87,"NN"
9,75,"NN"
9,32,"NN"
9,85,"NN"
9,109,"NU"
9,71,"NN"
9,128,"NN"
9,14,"UN"
9,20,"EE"
9,10,"NN"
9,50,"EN"
9,48,"UU"
9,16,"UN"
9,38,"EE"
9,116,"EU"
9,83,"UU"
9,43,"NU"
9,35,"NN"
9,103,"EE"
9,54,"NN"
9,76,"UU"
9,65,"EN"
9,79,"NE"
9,90,"NE"
9,21,"NN"
9,46,"EE"
9,108,"NU"
9,18,"UN"
9,125,"NN"
